variant,ticker,cross_date,cross_half,entry_dt,entry_price,exit_dt,exit_price,exit_reason,one_r,partial_taken,partial_price,partial_pnl_r,remainder_pnl_r,combined_pnl_r
NO_TP,MARA,2025-09-30,AM,2025-09-30 13:30:00,18.1700,2025-09-30 14:00:00,18.1700,clock_stop,0.0909,0,,,0.000,0.000
NO_TP,MARA,2025-12-05,AM,2025-12-05 13:30:00,12.4100,2025-12-05 13:40:00,12.3900,disaster_stop,0.0100,0,,,-2.000,-2.000
NO_TP,MARA,2025-12-10,AM,2025-12-10 13:30:00,12.1800,2025-12-10 13:40:00,12.1200,disaster_stop,0.0100,0,,,-6.000,-6.000
NO_TP,MARA,2026-01-07,AM,2026-01-07 13:30:00,10.2900,2026-01-07 14:00:00,10.2800,clock_stop,0.0200,0,,,-0.500,-0.500
NO_TP,MARA,2026-01-09,AM,2026-01-09 13:30:00,10.4300,2026-01-09 14:00:00,10.4300,clock_stop,0.0100,0,,,0.000,0.000
NO_TP,MARA,2026-02-25,PM,2026-02-26 09:30:00,8.5400,2026-02-26 10:00:00,8.5993,clock_stop,0.2100,0,,,0.282,0.282
NO_TP,MARA,2026-03-13,AM,2026-03-13 13:30:00,8.9500,2026-03-13 14:00:00,8.9400,clock_stop,0.0200,0,,,-0.500,-0.500
NO_TP,META,2025-02-04,AM,2025-02-04 13:30:00,698.2100,2025-02-04 14:00:00,698.8200,clock_stop,4.1000,0,,,0.149,0.149
NO_TP,META,2025-03-26,AM,2025-03-26 13:30:00,625.1100,2025-03-26 13:55:00,625.5400,chandelier_stop,0.0100,0,,,43.000,43.000
NO_TP,META,2025-04-25,PM,2025-04-26 09:30:00,547.5500,2025-04-28 09:30:00,546.4126,clock_stop,2.9600,0,,,-0.384,-0.384
NO_TP,META,2025-07-25,PM,2025-07-26 09:30:00,713.6100,2025-07-26 09:35:00,713.6000,chandelier_stop,0.1100,0,,,-0.091,-0.091
NO_TP,META,2025-07-31,AM,2025-07-31 13:30:00,777.6100,2025-07-31 14:00:00,776.8400,chandelier_stop,1.7400,0,,,-0.443,-0.443
NO_TP,META,2025-09-08,AM,2025-09-08 13:30:00,753.8800,2025-09-08 13:50:00,753.3800,disaster_stop,0.6700,0,,,-0.746,-0.746
NO_TP,META,2025-10-21,AM,2025-10-21 13:30:00,734.8000,2025-10-21 14:00:00,733.8200,clock_stop,0.4000,0,,,-2.450,-2.450
NO_TP,META,2025-11-26,PM,2025-11-27 09:30:00,633.1700,2025-11-28 09:30:00,635.5597,chandelier_stop,1.1800,0,,,2.025,2.025
NO_TP,META,2025-12-17,AM,2025-12-17 13:30:00,658.4500,2025-12-17 14:00:00,657.9800,clock_stop,0.0500,0,,,-9.400,-9.400
NO_TP,META,2026-03-04,PM,2026-03-05 09:30:00,668.2700,2026-03-05 11:00:00,661.7000,clock_stop,10.7700,0,,,-0.610,-0.610
NO_TP,MSFT,2025-02-03,PM,2025-02-04 09:30:00,408.7223,2025-02-04 10:00:00,408.2815,clock_stop,2.9168,0,,,-0.151,-0.151
NO_TP,MSFT,2025-02-20,AM,2025-02-20 13:30:00,413.8300,2025-02-20 13:40:00,413.6400,disaster_stop,0.1600,0,,,-1.188,-1.188
NO_TP,MSFT,2025-03-24,AM,2025-03-24 13:30:00,391.6700,2025-03-24 14:05:00,391.8600,chandelier_stop,0.1700,0,,,1.118,1.118
NO_TP,MSFT,2025-04-11,PM,2025-04-12 09:30:00,387.6900,2025-04-14 09:30:00,389.4469,clock_stop,8.2300,0,,,0.213,0.213
NO_TP,MSFT,2025-04-25,AM,2025-04-25 13:30:00,384.3500,2025-04-25 13:40:00,382.9900,disaster_stop,1.0400,0,,,-1.308,-1.308
NO_TP,MSFT,2025-08-13,AM,2025-08-13 13:30:00,527.2200,2025-08-13 13:45:00,527.0300,disaster_stop,0.1300,0,,,-1.462,-1.462
NO_TP,MSFT,2025-10-22,AM,2025-10-22 13:30:00,517.1900,2025-10-22 14:00:00,516.3200,clock_stop,0.8000,0,,,-1.087,-1.087
NO_TP,MSFT,2025-12-09,PM,2025-12-10 09:30:00,491.8400,2025-12-10 10:00:00,479.5548,clock_stop,2.8600,0,,,-4.296,-4.296
NO_TP,MSFT,2026-01-27,PM,2026-01-28 09:30:00,480.6500,2026-01-28 10:00:00,479.6895,clock_stop,9.2700,0,,,-0.104,-0.104
NO_TP,MSFT,2026-03-05,AM,2026-03-05 13:30:00,406.0100,2026-03-05 13:40:00,405.5000,disaster_stop,0.5100,0,,,-1.000,-1.000
NO_TP,MU,2025-02-04,AM,2025-02-04 13:30:00,89.8800,2025-02-04 15:10:00,90.0000,chandelier_stop,0.1800,0,,,0.667,0.667
NO_TP,MU,2025-03-14,AM,2025-03-14 13:30:00,96.8800,2025-03-14 14:10:00,97.0200,chandelier_stop,0.2000,0,,,0.700,0.700
NO_TP,MU,2025-04-25,AM,2025-04-25 13:30:00,77.6500,2025-04-25 13:50:00,76.5000,disaster_stop,0.6800,0,,,-1.691,-1.691
NO_TP,MU,2025-08-11,AM,2025-08-11 13:30:00,119.6600,2025-08-11 15:00:00,119.9000,chandelier_stop,0.1700,0,,,1.412,1.412
NO_TP,MU,2025-08-29,PM,2025-09-02 09:30:00,115.7439,2025-09-02 09:40:00,114.1954,disaster_stop,1.0589,0,,,-1.462,-1.462
NO_TP,MU,2025-09-03,PM,2025-09-04 09:30:00,118.7309,2025-09-04 09:45:00,118.7109,chandelier_stop,0.2697,0,,,-0.074,-0.074
NO_TP,MU,2025-12-01,AM,2025-12-01 13:30:00,232.6700,2025-12-01 13:40:00,231.6300,disaster_stop,0.6200,0,,,-1.677,-1.677
NO_TP,MU,2026-02-12,PM,2026-02-13 09:30:00,417.4000,2026-02-13 09:35:00,417.8000,chandelier_stop,0.1400,0,,,2.857,2.857
NO_TP,MU,2026-03-12,AM,2026-03-12 13:30:00,415.6000,2026-03-12 13:35:00,416.0400,chandelier_stop,0.1500,0,,,2.933,2.933
NO_TP,NVDA,2025-02-05,AM,2025-02-05 13:30:00,118.9300,2025-02-05 14:00:00,118.9200,clock_stop,0.1900,0,,,-0.053,-0.053
NO_TP,NVDA,2025-03-17,AM,2025-03-17 13:30:00,122.6500,2025-03-17 13:45:00,122.5300,disaster_stop,0.1300,0,,,-0.923,-0.923
NO_TP,NVDA,2025-03-24,AM,2025-03-24 13:30:00,119.2600,2025-03-24 15:50:00,120.0700,eod_1550,0.1200,0,,,6.750,6.750
NO_TP,NVDA,2025-04-11,PM,2025-04-12 09:30:00,110.4600,2025-04-14 09:30:00,114.0893,chandelier_stop,1.8400,0,,,1.972,1.972
NO_TP,NVDA,2025-08-27,AM,2025-08-27 13:30:00,182.9400,2025-08-27 14:00:00,182.8600,clock_stop,0.2100,0,,,-0.381,-0.381
NO_TP,NVDA,2025-09-11,PM,2025-09-12 09:30:00,177.2200,2025-09-12 10:00:00,177.8903,clock_stop,4.2800,0,,,0.157,0.157
NO_TP,NVDA,2025-10-27,AM,2025-10-27 13:30:00,190.9700,2025-10-27 14:00:00,190.7100,clock_stop,0.3600,0,,,-0.722,-0.722
NO_TP,NVDA,2025-12-08,AM,2025-12-08 13:30:00,182.7900,2025-12-08 13:50:00,182.7200,disaster_stop,0.0800,0,,,-0.875,-0.875
NO_TP,NVDA,2025-12-22,PM,2025-12-23 09:30:00,183.3000,2025-12-23 09:40:00,183.2900,disaster_stop,0.0100,0,,,-1.000,-1.000
NO_TP,NVDA,2026-01-16,PM,2026-01-17 09:30:00,186.4000,2026-01-20 09:30:00,182.0900,clock_stop,3.2600,0,,,-1.322,-1.322
NO_TP,NVDA,2026-02-10,PM,2026-02-11 09:30:00,188.7600,2026-02-11 10:00:00,191.2500,chandelier_stop,0.9438,0,,,2.638,2.638
NO_TP,NVDA,2026-02-18,PM,2026-02-19 09:30:00,187.9400,2026-02-19 10:00:00,187.2992,clock_stop,0.1300,0,,,-4.929,-4.929
NO_TP,PLTR,2025-02-04,AM,2025-02-04 13:30:00,100.1700,2025-02-04 15:50:00,103.2200,eod_1550,0.4700,0,,,6.489,6.489
NO_TP,PLTR,2025-03-21,AM,2025-03-21 13:30:00,86.3600,2025-03-21 14:00:00,86.3800,clock_stop,0.2300,0,,,0.087,0.087
NO_TP,PLTR,2025-04-11,AM,2025-04-11 13:30:00,89.2600,2025-04-11 14:40:00,89.0500,chandelier_stop,0.2600,0,,,-0.808,-0.808
NO_TP,PLTR,2025-07-09,PM,2025-07-10 09:30:00,143.3100,2025-07-10 10:00:00,142.4500,clock_stop,4.4300,0,,,-0.194,-0.194
NO_TP,PLTR,2025-09-10,PM,2025-09-11 09:30:00,167.2400,2025-09-11 09:40:00,165.4600,disaster_stop,1.3900,0,,,-1.281,-1.281
NO_TP,PLTR,2025-10-16,PM,2025-10-17 09:30:00,177.7500,2025-10-17 09:45:00,175.2800,disaster_stop,1.7000,0,,,-1.453,-1.453
NO_TP,PLTR,2025-10-21,PM,2025-10-22 09:30:00,181.9300,2025-10-22 10:00:00,180.7356,clock_stop,2.6300,0,,,-0.454,-0.454
NO_TP,PLTR,2025-10-24,PM,2025-10-27 09:30:00,188.9700,2025-10-27 10:00:00,191.5550,clock_stop,6.2400,0,,,0.414,0.414
NO_TP,PLTR,2025-11-12,PM,2025-11-13 09:30:00,181.7150,2025-11-13 09:40:00,179.4008,disaster_stop,1.7150,0,,,-1.349,-1.349
NO_TP,PLTR,2025-12-03,PM,2025-12-04 09:30:00,176.3650,2025-12-04 10:00:00,175.7600,clock_stop,4.5150,0,,,-0.134,-0.134
NO_TP,PLTR,2026-03-02,AM,2026-03-02 13:30:00,142.6300,2026-03-02 14:00:00,141.7100,clock_stop,0.3700,0,,,-2.486,-2.486
NO_TP,SNOW,2025-02-04,AM,2025-02-04 13:30:00,184.7900,2025-02-04 15:50:00,184.9800,eod_1550,0.7900,0,,,0.241,0.241
NO_TP,SNOW,2025-03-25,AM,2025-03-25 13:30:00,163.3000,2025-03-25 13:55:00,163.3200,disaster_stop,0.3000,0,,,0.067,0.067
NO_TP,SNOW,2025-04-15,AM,2025-04-15 13:30:00,145.2700,2025-04-15 13:35:00,145.7100,chandelier_stop,0.1400,0,,,3.143,3.143
NO_TP,SNOW,2025-04-24,AM,2025-04-24 13:30:00,148.9700,2025-04-24 14:00:00,148.9900,clock_stop,0.6700,0,,,0.030,0.030
NO_TP,SNOW,2025-07-25,PM,2025-07-28 09:30:00,219.9300,2025-07-28 10:00:00,221.1550,clock_stop,5.0300,0,,,0.244,0.244
NO_TP,SNOW,2025-08-28,AM,2025-08-28 13:30:00,228.2000,2025-08-28 14:00:00,228.2200,clock_stop,0.1900,0,,,0.105,0.105
NO_TP,SNOW,2025-09-22,AM,2025-09-22 13:30:00,228.5700,2025-09-22 13:45:00,228.8100,chandelier_stop,0.2400,0,,,1.000,1.000
NO_TP,SNOW,2025-09-29,AM,2025-09-29 13:30:00,227.3000,2025-09-29 14:00:00,227.2000,clock_stop,0.1800,0,,,-0.556,-0.556
NO_TP,SNOW,2025-12-02,PM,2025-12-03 09:30:00,262.5800,2025-12-03 10:00:00,260.7550,clock_stop,5.7900,0,,,-0.315,-0.315
NO_TP,SNOW,2026-01-07,AM,2026-01-07 13:30:00,231.9300,2026-01-07 13:35:00,234.6700,chandelier_stop,0.1000,0,,,27.400,27.400
NO_TP,SNOW,2026-03-06,PM,2026-03-07 09:30:00,179.0000,2026-03-09 11:10:00,176.1800,clock_stop,6.2000,0,,,-0.455,-0.455
NO_TP,SPY,2025-02-04,AM,2025-02-04 13:30:00,594.1631,2025-02-04 14:00:00,594.2323,clock_stop,0.4546,0,,,0.152,0.152
NO_TP,SPY,2025-03-24,PM,2025-03-25 09:30:00,570.3515,2025-03-25 10:00:00,569.3254,clock_stop,1.2789,0,,,-0.802,-0.802
NO_TP,SPY,2025-04-24,AM,2025-04-24 13:30:00,540.2923,2025-04-24 15:05:00,540.5104,chandelier_stop,0.9022,0,,,0.242,0.242
NO_TP,SPY,2025-08-06,PM,2025-08-07 09:30:00,632.6366,2025-08-07 10:00:00,632.2090,clock_stop,3.8282,0,,,-0.112,-0.112
NO_TP,SPY,2025-08-07,PM,2025-08-08 09:30:00,630.4689,2025-08-08 15:05:00,633.5016,chandelier_stop,3.1719,0,,,0.956,0.956
NO_TP,SPY,2025-08-22,AM,2025-08-22 13:30:00,642.4904,2025-08-22 14:00:00,642.2717,clock_stop,0.4126,0,,,-0.530,-0.530
NO_TP,SPY,2025-10-20,AM,2025-10-20 13:30:00,669.6487,2025-10-20 14:40:00,669.7384,chandelier_stop,0.0648,0,,,1.384,1.384
NO_TP,SPY,2025-11-11,AM,2025-11-11 13:30:00,680.9157,2025-11-11 14:00:00,680.9755,clock_stop,0.4288,0,,,0.139,0.139
NO_TP,SPY,2025-11-26,AM,2025-11-26 13:30:00,679.1259,2025-11-26 13:45:00,677.7702,disaster_stop,0.9469,0,,,-1.432,-1.432
NO_TP,SPY,2025-12-22,AM,2025-12-22 13:30:00,684.7100,2025-12-22 14:00:00,684.3800,clock_stop,0.3600,0,,,-0.917,-0.917
NO_TP,SPY,2026-01-26,AM,2026-01-26 13:30:00,693.7800,2026-01-26 14:00:00,693.5850,clock_stop,0.4080,0,,,-0.478,-0.478
NO_TP,SPY,2026-02-09,PM,2026-02-10 09:30:00,694.9500,2026-02-10 11:10:00,694.6300,chandelier_stop,1.0400,0,,,-0.308,-0.308
NO_TP,SPY,2026-02-25,AM,2026-02-25 13:30:00,692.3100,2026-02-25 15:30:00,692.9200,chandelier_stop,0.1050,0,,,5.810,5.810
NO_TP,TSLA,2025-03-25,AM,2025-03-25 13:30:00,277.4300,2025-03-25 15:50:00,283.2400,eod_1550,0.2300,0,,,25.261,25.261
NO_TP,TSLA,2025-04-14,PM,2025-04-15 09:30:00,250.6500,2025-04-15 09:40:00,250.2200,disaster_stop,0.1300,0,,,-3.308,-3.308
NO_TP,TSLA,2025-04-24,PM,2025-04-25 09:30:00,261.9300,2025-04-25 10:00:00,263.4133,clock_stop,10.3300,0,,,0.144,0.144
NO_TP,TSLA,2025-06-17,AM,2025-06-17 13:30:00,326.1700,2025-06-17 13:45:00,325.6500,disaster_stop,0.3300,0,,,-1.576,-1.576
NO_TP,TSLA,2025-06-20,PM,2025-06-21 09:30:00,322.4500,2025-06-21 09:50:00,322.5200,chandelier_stop,0.0800,0,,,0.875,0.875
NO_TP,TSLA,2025-07-15,AM,2025-07-15 13:30:00,317.4500,2025-07-15 13:35:00,317.4000,chandelier_stop,0.1800,0,,,-0.278,-0.278
NO_TP,TSLA,2025-07-29,AM,2025-07-29 13:30:00,326.5700,2025-07-29 13:40:00,326.6000,chandelier_stop,0.0800,0,,,0.375,0.375
NO_TP,TSLA,2025-08-08,AM,2025-08-08 13:30:00,320.6400,2025-08-08 14:00:00,320.3500,disaster_stop,0.2000,0,,,-1.450,-1.450
NO_TP,TSLA,2025-08-25,AM,2025-08-25 13:30:00,338.1600,2025-08-25 13:50:00,338.1800,chandelier_stop,0.3600,0,,,0.056,0.056
NO_TP,TSLA,2025-09-04,PM,2025-09-05 09:30:00,339.2900,2025-09-05 10:00:00,354.4900,chandelier_stop,2.1500,0,,,7.070,7.070
NO_TP,TSLA,2025-10-20,AM,2025-10-20 13:30:00,444.3100,2025-10-20 13:55:00,444.1900,chandelier_stop,0.2200,0,,,-0.545,-0.545
NO_TP,TSLA,2025-10-24,AM,2025-10-24 13:30:00,446.8500,2025-10-24 14:00:00,446.6700,clock_stop,2.2343,0,,,-0.081,-0.081
NO_TP,TSLA,2026-02-12,PM,2026-02-13 09:30:00,416.1200,2026-02-13 09:40:00,415.7800,disaster_stop,0.2600,0,,,-1.308,-1.308
NO_TP,TSM,2025-02-05,AM,2025-02-05 13:30:00,201.9300,2025-02-05 14:00:00,201.8900,clock_stop,0.1200,0,,,-0.333,-0.333
NO_TP,TSM,2025-03-24,PM,2025-03-25 09:30:00,180.7982,2025-03-25 10:00:00,178.6382,clock_stop,2.8082,0,,,-0.769,-0.769
NO_TP,TSM,2025-04-24,PM,2025-04-25 09:30:00,162.4280,2025-04-25 10:00:00,160.7684,clock_stop,5.4480,0,,,-0.305,-0.305
NO_TP,TSM,2025-08-08,AM,2025-08-08 13:30:00,241.6100,2025-08-08 13:45:00,241.5200,disaster_stop,0.0700,0,,,-1.286,-1.286
NO_TP,TSM,2025-09-08,AM,2025-09-08 13:30:00,241.2900,2025-09-08 15:00:00,241.4600,chandelier_stop,0.0500,0,,,3.400,3.400
NO_TP,TSM,2025-10-28,PM,2025-10-29 09:30:00,305.0024,2025-10-29 10:00:00,302.7133,clock_stop,7.7024,0,,,-0.297,-0.297
NO_TP,TSM,2025-11-28,AM,2025-11-28 13:30:00,289.3400,2025-11-28 14:00:00,289.7200,chandelier_stop,0.0100,0,,,38.000,38.000
NO_TP,TSM,2025-12-24,AM,2025-12-24 13:30:00,297.4100,2025-12-24 13:50:00,298.2600,chandelier_stop,0.2600,0,,,3.269,3.269
NO_TP,TXN,2025-02-18,AM,2025-02-18 13:30:00,180.4487,2025-02-18 13:40:00,180.4972,disaster_stop,0.1211,0,,,0.400,0.400
NO_TP,TXN,2025-03-25,PM,2025-03-26 09:30:00,178.5878,2025-03-26 09:35:00,179.0288,chandelier_stop,0.2520,0,,,1.750,1.750
NO_TP,TXN,2025-04-24,PM,2025-04-25 09:30:00,156.8580,2025-04-25 09:55:00,156.1989,disaster_stop,0.6687,0,,,-0.986,-0.986
NO_TP,TXN,2025-08-13,PM,2025-08-14 09:30:00,188.2730,2025-08-14 09:45:00,187.6181,disaster_stop,0.5023,0,,,-1.304,-1.304
NO_TP,TXN,2025-09-26,PM,2025-09-29 09:30:00,182.6498,2025-09-29 10:00:00,182.6400,clock_stop,1.1818,0,,,-0.008,-0.008
NO_TP,TXN,2025-11-26,AM,2025-11-26 13:30:00,164.8540,2025-11-26 13:40:00,160.9800,disaster_stop,0.2683,0,,,-14.439,-14.439
NO_TP,TXN,2026-01-06,AM,2026-01-06 13:30:00,177.7600,2026-01-06 13:50:00,177.7900,chandelier_stop,0.0500,0,,,0.600,0.600
NO_TP,V,2025-02-04,AM,2025-02-04 13:30:00,341.8600,2025-02-04 14:00:00,341.5800,clock_stop,0.3700,0,,,-0.757,-0.757
NO_TP,V,2025-03-25,PM,2025-03-26 09:30:00,343.4321,2025-03-26 10:00:00,343.4122,clock_stop,1.2321,0,,,-0.016,-0.016
NO_TP,V,2025-04-15,AM,2025-04-15 13:30:00,334.7269,2025-04-15 13:50:00,333.9200,disaster_stop,0.6169,0,,,-1.308,-1.308
NO_TP,V,2025-04-23,PM,2025-04-24 09:30:00,330.8160,2025-04-24 10:00:00,330.9649,clock_stop,1.3003,0,,,0.115,0.115
NO_TP,V,2025-07-02,PM,2025-07-03 09:30:00,352.5516,2025-07-03 11:05:00,352.2600,chandelier_stop,0.9744,0,,,-0.299,-0.299
NO_TP,V,2025-07-23,PM,2025-07-24 09:30:00,352.7803,2025-07-24 15:50:00,352.9500,eod_1550,2.7503,0,,,0.062,0.062
NO_TP,V,2025-08-15,PM,2025-08-18 09:30:00,342.4624,2025-08-18 10:00:00,342.3528,clock_stop,0.7470,0,,,-0.147,-0.147
NO_TP,V,2025-10-01,AM,2025-10-01 13:30:00,338.2100,2025-10-01 13:35:00,338.4700,chandelier_stop,0.1900,0,,,1.368,1.368
NO_TP,V,2025-10-15,PM,2025-10-16 09:30:00,343.6177,2025-10-16 09:55:00,341.4869,disaster_stop,1.9820,0,,,-1.075,-1.075
NO_TP,V,2025-10-22,PM,2025-10-23 09:30:00,344.8129,2025-10-23 09:45:00,344.4145,disaster_stop,0.5279,0,,,-0.755,-0.755
NO_TP,V,2025-11-26,PM,2025-11-28 09:30:00,332.7506,2025-11-28 15:50:00,333.2000,eod_1550,1.4270,0,,,0.315,0.315
NO_TP,V,2025-12-08,PM,2025-12-09 09:30:00,325.9445,2025-12-09 10:00:00,325.7155,clock_stop,1.6297,0,,,-0.141,-0.141
NO_TP,V,2025-12-12,AM,2025-12-12 13:30:00,347.1400,2025-12-12 14:00:00,346.9800,clock_stop,0.1900,0,,,-0.842,-0.842
NO_TP,V,2026-02-05,PM,2026-02-06 09:30:00,329.8800,2026-02-06 10:00:00,328.9584,clock_stop,1.3000,0,,,-0.709,-0.709
NO_TP,V,2026-03-04,AM,2026-03-04 13:30:00,321.5000,2026-03-04 13:40:00,321.0000,disaster_stop,0.4100,0,,,-1.220,-1.220
T60,AAPL,2025-02-07,PM,2025-02-10 09:30:00,228.5879,2025-02-10 10:00:00,228.1796,disaster_stop,0.3784,0,,,-1.079,-1.079
T60,AAPL,2025-02-13,AM,2025-02-13 13:30:00,235.3800,2025-02-13 13:40:00,235.2800,disaster_stop,0.0500,0,,,-2.000,-2.000
T60,AAPL,2025-03-26,PM,2025-03-27 09:30:00,220.4429,2025-03-27 10:00:00,220.4130,clock_stop,0.4232,0,,,-0.071,-0.071
T60,AAPL,2025-04-02,AM,2025-04-02 13:30:00,221.0300,2025-04-02 14:45:00,221.0500,chandelier_stop,0.1500,1,221.3800,2.333,0.133,1.233
T60,AAPL,2025-04-23,PM,2025-04-24 09:30:00,204.0134,2025-04-24 10:00:00,204.9146,clock_stop,8.6934,0,,,0.104,0.104
T60,AAPL,2025-05-12,PM,2025-05-13 09:30:00,209.7882,2025-05-13 09:40:00,209.2000,disaster_stop,0.5384,0,,,-1.092,-1.092
T60,AAPL,2025-06-09,AM,2025-06-09 13:30:00,204.0000,2025-06-09 13:35:00,204.0100,chandelier_stop,0.1000,0,,,0.100,0.100
T60,AAPL,2025-06-11,AM,2025-06-11 13:30:00,202.1100,2025-06-11 14:00:00,202.0300,clock_stop,0.1100,0,,,-0.727,-0.727
T60,AAPL,2025-06-24,AM,2025-06-24 13:30:00,203.7100,2025-06-24 13:40:00,203.2900,disaster_stop,0.2600,0,,,-1.615,-1.615
T60,AAPL,2025-08-07,PM,2025-08-08 09:30:00,220.1565,2025-08-08 11:05:00,220.6400,chandelier_stop,2.0765,1,222.6239,1.188,0.233,0.711
T60,AAPL,2025-09-15,PM,2025-09-16 09:30:00,236.7222,2025-09-16 10:30:00,239.0727,chandelier_stop,0.4840,1,238.9059,4.512,4.856,4.684
T60,AAPL,2025-10-21,AM,2025-10-21 13:30:00,260.6400,2025-10-21 14:00:00,260.8400,chandelier_stop,0.3700,0,,,0.541,0.541
T60,AAPL,2025-11-24,PM,2025-11-25 09:30:00,275.1200,2025-11-25 11:05:00,274.8700,chandelier_stop,3.6200,1,279.2357,1.137,-0.069,0.534
T60,AAPL,2026-01-29,AM,2026-01-29 13:30:00,257.4100,2026-01-29 13:40:00,257.5300,chandelier_stop,0.1100,0,,,1.091,1.091
T60,AAPL,2026-02-25,AM,2026-02-25 13:30:00,271.4100,2026-02-25 14:00:00,271.3500,clock_stop,0.1200,0,,,-0.500,-0.500
T60,AMD,2025-02-04,AM,2025-02-04 13:30:00,115.9200,2025-02-04 14:00:00,115.6400,clock_stop,0.2200,0,,,-1.273,-1.273
T60,AMD,2025-02-18,AM,2025-02-18 13:30:00,113.8300,2025-02-18 13:45:00,113.7600,disaster_stop,0.0300,0,,,-2.333,-2.333
T60,AMD,2025-03-18,PM,2025-03-19 09:30:00,104.4200,2025-03-19 09:40:00,102.4750,disaster_stop,1.4800,0,,,-1.314,-1.314
T60,AMD,2025-04-25,PM,2025-04-28 09:30:00,95.5750,2025-04-28 10:00:00,96.7000,clock_stop,2.3550,0,,,0.478,0.478
T60,AMD,2025-09-24,AM,2025-09-24 13:30:00,161.8700,2025-09-24 14:45:00,161.7300,chandelier_stop,0.1900,1,162.0800,1.105,-0.737,0.184
T60,AMD,2025-11-13,AM,2025-11-13 13:30:00,256.7800,2025-11-13 13:50:00,256.4100,disaster_stop,0.3500,0,,,-1.057,-1.057
T60,AMD,2025-12-10,AM,2025-12-10 13:30:00,221.8200,2025-12-10 13:35:00,221.8600,chandelier_stop,0.1300,0,,,0.308,0.308
T60,AMD,2025-12-26,AM,2025-12-26 13:30:00,215.4400,2025-12-26 13:35:00,215.4700,chandelier_stop,0.0400,0,,,0.750,0.750
T60,AMD,2026-01-15,AM,2026-01-15 13:30:00,228.4200,2026-01-15 14:00:00,228.0200,clock_stop,0.0800,0,,,-5.000,-5.000
T60,AMD,2026-02-26,AM,2026-02-26 13:30:00,209.2600,2026-02-26 13:45:00,208.9900,disaster_stop,0.0100,0,,,-27.000,-27.000
T60,AMZN,2025-02-03,PM,2025-02-04 09:30:00,239.0100,2025-02-04 10:00:00,240.4500,clock_stop,5.0000,0,,,0.288,0.288
T60,AMZN,2025-03-25,PM,2025-03-26 09:30:00,206.0000,2025-03-26 10:00:00,203.0100,clock_stop,2.3000,0,,,-1.300,-1.300
T60,AMZN,2025-04-14,PM,2025-04-15 09:30:00,181.6600,2025-04-15 09:45:00,181.2500,disaster_stop,0.2600,0,,,-1.577,-1.577
T60,AMZN,2025-04-25,AM,2025-04-25 13:30:00,188.4500,2025-04-25 13:50:00,187.2400,disaster_stop,1.0000,0,,,-1.210,-1.210
T60,AMZN,2025-06-25,AM,2025-06-25 13:30:00,214.1100,2025-06-25 13:40:00,213.7200,disaster_stop,0.1100,0,,,-3.545,-3.545
T60,AMZN,2025-08-14,PM,2025-08-15 09:30:00,230.8800,2025-08-15 10:00:00,232.3386,clock_stop,5.3800,0,,,0.271,0.271
T60,AMZN,2025-08-25,AM,2025-08-25 13:30:00,227.4500,2025-08-25 13:45:00,227.3900,chandelier_stop,0.1600,0,,,-0.375,-0.375
T60,AMZN,2025-09-04,AM,2025-09-04 13:30:00,229.4900,2025-09-04 14:40:00,229.7500,chandelier_stop,0.1600,1,229.8800,2.437,1.625,2.031
T60,AMZN,2025-09-16,AM,2025-09-16 13:30:00,233.4800,2025-09-16 13:40:00,233.1600,disaster_stop,0.2300,0,,,-1.391,-1.391
T60,AMZN,2025-10-10,AM,2025-10-10 13:30:00,226.5500,2025-10-10 13:35:00,226.6000,chandelier_stop,0.0500,0,,,1.000,1.000
T60,AMZN,2025-10-24,AM,2025-10-24 13:30:00,220.5300,2025-10-24 15:30:00,220.4300,chandelier_stop,0.2500,1,220.6400,0.440,-0.400,0.020
T60,AMZN,2025-12-01,PM,2025-12-02 09:30:00,234.7200,2025-12-02 10:00:00,235.2400,clock_stop,3.5400,0,,,0.147,0.147
T60,AMZN,2025-12-24,AM,2025-12-24 13:30:00,232.3700,2025-12-24 14:00:00,232.3700,clock_stop,0.1300,0,,,0.000,0.000
T60,AMZN,2026-01-06,PM,2026-01-07 09:30:00,241.4200,2026-01-07 10:00:00,242.7982,clock_stop,8.9200,0,,,0.155,0.155
T60,AMZN,2026-01-27,AM,2026-01-27 13:30:00,239.5500,2026-01-27 13:50:00,239.3600,disaster_stop,0.2000,0,,,-0.950,-0.950
T60,AMZN,2026-03-05,AM,2026-03-05 13:30:00,216.1000,2026-03-05 13:40:00,215.6800,disaster_stop,0.3200,0,,,-1.312,-1.312
T60,AVGO,2025-02-04,AM,2025-02-04 13:30:00,216.2200,2025-02-04 14:00:00,216.0600,clock_stop,0.4900,0,,,-0.327,-0.327
T60,AVGO,2025-04-11,PM,2025-04-14 09:30:00,183.9680,2025-04-14 10:00:00,180.2753,clock_stop,11.9080,0,,,-0.310,-0.310
T60,AVGO,2025-04-23,AM,2025-04-23 13:30:00,174.8100,2025-04-23 14:25:00,176.0300,chandelier_stop,0.2000,0,,,6.100,6.100
T60,AVGO,2025-08-29,AM,2025-08-29 13:30:00,304.7400,2025-08-29 13:45:00,304.6300,disaster_stop,0.0700,0,,,-1.571,-1.571
T60,AVGO,2025-09-04,AM,2025-09-04 13:30:00,303.7100,2025-09-04 13:35:00,303.6800,chandelier_stop,0.0400,0,,,-0.750,-0.750
